scenario_id,scenario_type,asset_type,threat_category,vulnerability_score,asset_importance,exposure_level,security_maturity,control_effectiveness,threat_intensity,incident_likelihood,data_sensitivity,estimated_financial_impact,risk_score,risk_level,response_priority
RISK-1035,Malware Infection,Endpoint PC,Data Exfiltration,0.77,2,5,8,1,2,0.19,2,807812,32.78,Low,3순위
RISK-1036,Service Disruption,Cloud Service,DDoS,6.96,2,2,5,6,9,0.56,7,2211867,100.0,High,1순위
RISK-1037,External Attack,Endpoint PC,DDoS,3.4,4,6,7,8,5,0.74,4,1561744,79.91,High,1순위
RISK-1038,Data Leakage,Endpoint PC,Phishing,7.25,1,4,1,1,5,0.73,5,2240493,100.0,High,1순위
RISK-1039,Malware Infection,VPN Server,Data Exfiltration,0.65,9,10,10,2,10,0.52,2,2332322,100.0,High,1순위
RISK-1040,Malware Infection,Database Server,Brute Force,3.15,7,2,5,1,9,0.61,6,2033435,100.0,High,1순위
RISK-1041,External Attack,File Server,C2 Communication,5.39,7,9,3,5,3,0.73,9,2265406,100.0,High,1순위
RISK-1042,Service Disruption,File Server,Phishing,7.91,3,7,10,2,5,0.81,8,1640710,100.0,High,1순위
RISK-1043,Data Leakage,Web Server,Phishing,3.19,3,6,2,10,5,0.74,8,1744303,90.93,High,1순위
RISK-1044,Service Disruption,Web Server,Vulnerability Exploitation,6.26,1,5,2,10,2,0.37,2,844383,58.18,Medium,2순위
RISK-1045,Data Leakage,Cloud Service,Phishing,8.86,3,3,9,4,4,0.95,4,2147664,100.0,High,1순위
RISK-1046,External Attack,File Server,C2 Communication,6.16,3,10,4,1,2,0.44,8,2044298,100.0,High,1순위
RISK-1047,Malware Infection,Database Server,Brute Force,2.33,4,10,4,7,5,0.07,1,1868906,83.92,High,1순위
RISK-1048,Data Leakage,Endpoint PC,Vulnerability Exploitation,0.24,4,4,7,8,10,0.38,8,2202314,78.15,High,1순위
RISK-1049,Malware Infection,File Server,C2 Communication,8.7,3,3,10,5,2,0.17,3,1401847,72.74,High,1순위
RISK-1050,Insider Threat,Cloud Service,DDoS,0.21,10,8,10,2,10,0.16,8,2709790,100.0,High,1순위
RISK-1051,Insider Threat,Cloud Service,Phishing,8.75,8,3,2,8,9,0.3,6,3034050,100.0,High,1순위
RISK-1052,External Attack,File Server,Data Exfiltration,5.29,8,7,3,1,10,0.1,7,3224495,100.0,High,1순위
RISK-1053,External Attack,Web Server,DDoS,9.39,1,7,3,7,6,0.67,2,1450133,100.0,High,1순위
RISK-1054,Credential Compromise,Database Server,Data Exfiltration,7.99,7,7,6,1,8,0.12,1,2187625,100.0,High,1순위
RISK-1055,External Attack,File Server,C2 Communication,9.98,2,7,3,6,9,0.23,6,1609721,100.0,High,1순위
RISK-1056,Insider Threat,Endpoint PC,Brute Force,3.51,1,2,5,6,8,0.13,3,1238890,62.33,Medium,2순위
RISK-1057,Data Leakage,Endpoint PC,Data Exfiltration,7.67,3,10,4,5,5,0.11,4,2280621,100.0,High,1순위
RISK-1058,Service Disruption,VPN Server,C2 Communication,4.02,4,3,3,2,5,0.29,9,2841470,100.0,High,1순위
RISK-1059,External Attack,Endpoint PC,Vulnerability Exploitation,4.8,6,10,8,2,6,0.56,3,1899875,100.0,High,1순위
RISK-1060,Service Disruption,File Server,Phishing,6.28,10,9,10,9,1,0.92,2,2554934,100.0,High,1순위
RISK-1061,Service Disruption,File Server,Brute Force,8.74,5,3,3,5,8,0.84,2,1837241,100.0,High,1순위
RISK-1062,Insider Threat,Endpoint PC,Brute Force,9.84,4,2,6,5,2,0.84,2,1515403,100.0,High,1순위
RISK-1063,Credential Compromise,Web Server,Vulnerability Exploitation,7.68,8,9,7,7,6,0.21,6,2651756,100.0,High,1순위
RISK-1064,Data Leakage,Database Server,Brute Force,4.18,4,10,7,6,9,0.29,2,2187721,100.0,High,1순위
RISK-1065,Insider Threat,Cloud Service,C2 Communication,4.21,10,9,2,2,3,0.12,7,3316664,100.0,High,1순위
RISK-1066,External Attack,File Server,Brute Force,7.38,2,4,3,1,2,0.75,7,2411676,100.0,High,1순위
RISK-1067,Insider Threat,Endpoint PC,Brute Force,2.39,3,9,10,5,10,0.11,7,1673894,100.0,High,1순위
RISK-1068,Insider Threat,Cloud Service,Brute Force,1.1,6,3,10,4,5,0.55,2,1336058,54.01,Medium,2순위
RISK-1069,Insider Threat,Endpoint PC,C2 Communication,3.55,8,7,4,3,9,0.27,7,2112125,100.0,High,1순위
RISK-1070,External Attack,File Server,DDoS,2.87,8,7,7,2,6,0.27,10,2057150,100.0,High,1순위
RISK-1071,External Attack,VPN Server,Phishing,2.96,9,8,2,10,8,0.94,8,2634212,100.0,High,1순위
RISK-1072,Insider Threat,Database Server,Data Exfiltration,2.34,7,10,3,2,8,0.73,8,2272459,100.0,High,1순위
RISK-1073,Insider Threat,File Server,DDoS,0.42,2,4,7,4,7,0.8,2,900776,56.69,Medium,2순위
RISK-1074,Service Disruption,Cloud Service,Brute Force,0.18,8,3,7,2,5,0.56,5,2256849,76.81,High,1순위
RISK-1075,Data Leakage,Endpoint PC,Vulnerability Exploitation,9.88,7,3,10,4,2,0.83,6,2330686,100.0,High,1순위
RISK-1076,Service Disruption,VPN Server,Vulnerability Exploitation,4.28,8,5,3,3,10,0.63,9,3185598,100.0,High,1순위
RISK-1077,Credential Compromise,File Server,C2 Communication,3.84,3,1,1,9,10,0.9,6,1983742,100.0,High,1순위
RISK-1078,Data Leakage,Database Server,Phishing,6.8,7,10,3,7,5,0.3,10,2224861,100.0,High,1순위
RISK-1079,Credential Compromise,VPN Server,Brute Force,2.18,10,3,5,3,7,0.59,6,2157208,100.0,High,1순위
RISK-1080,Data Leakage,Cloud Service,C2 Communication,9.5,9,6,7,8,7,0.67,10,2763693,100.0,High,1순위
RISK-1081,Insider Threat,Endpoint PC,Data Exfiltration,7.86,3,3,4,9,2,0.4,10,2464970,96.77,High,1순위
RISK-1082,Service Disruption,Web Server,Phishing,0.89,10,5,1,7,7,0.84,6,2664901,100.0,High,1순위
RISK-1083,Data Leakage,Database Server,Phishing,4.18,6,9,6,6,6,0.93,9,2984144,100.0,High,1순위
RISK-1084,Credential Compromise,VPN Server,C2 Communication,8.79,2,2,2,4,7,0.49,10,2806313,100.0,High,1순위
RISK-1085,Data Leakage,File Server,DDoS,9.45,2,2,3,5,8,0.4,7,1831558,100.0,High,1순위
RISK-1086,External Attack,File Server,Vulnerability Exploitation,4.67,5,6,4,8,4,0.47,1,1453389,82.59,High,1순위
RISK-1087,Data Leakage,VPN Server,DDoS,6.13,5,6,6,3,1,0.82,1,2429130,97.13,High,1순위
RISK-1088,Insider Threat,File Server,Phishing,1.67,7,8,6,2,8,0.63,4,2444925,100.0,High,1순위
RISK-1089,Malware Infection,VPN Server,Vulnerability Exploitation,9.91,2,2,7,3,8,0.09,2,1857291,100.0,High,1순위
RISK-1090,External Attack,Database Server,Phishing,2.32,7,9,5,7,3,0.54,3,2140334,95.77,High,1순위
RISK-1091,Malware Infection,File Server,Phishing,9.43,5,2,7,8,3,0.07,7,1443947,88.31,High,1순위
RISK-1092,Insider Threat,Database Server,Phishing,6.5,6,1,2,1,5,0.75,7,1958329,100.0,High,1순위
RISK-1093,Malware Infection,Endpoint PC,Data Exfiltration,6.08,8,10,1,7,3,0.35,3,1995112,100.0,High,1순위
RISK-1094,Data Leakage,Endpoint PC,Vulnerability Exploitation,5.13,10,2,10,9,5,0.47,2,1445126,79.18,High,1순위
RISK-1095,Malware Infection,Endpoint PC,Data Exfiltration,2.31,4,7,8,3,8,0.77,1,1686716,94.81,High,1순위
RISK-1096,Service Disruption,Endpoint PC,Vulnerability Exploitation,1.77,7,8,1,3,1,0.09,9,2504064,100.0,High,1순위
RISK-1097,Insider Threat,File Server,Data Exfiltration,2.2,6,5,2,8,2,0.19,10,2849118,85.27,High,1순위
RISK-1098,Service Disruption,VPN Server,Data Exfiltration,1.86,10,6,10,4,2,0.41,3,2255758,83.7,High,1순위
RISK-1099,Malware Infection,File Server,Data Exfiltration,7.8,2,1,6,8,4,0.26,9,1900554,77.8,High,1순위
RISK-1100,Service Disruption,Cloud Service,C2 Communication,3.5,8,6,1,5,9,0.35,4,2005203,100.0,High,1순위
RISK-1101,External Attack,File Server,Data Exfiltration,0.58,10,8,10,3,2,0.95,10,3074103,100.0,High,1순위
RISK-1102,Malware Infection,Database Server,DDoS,9.69,9,3,3,4,9,0.79,6,2102749,100.0,High,1순위
RISK-1103,Credential Compromise,VPN Server,DDoS,8.84,5,1,7,4,7,0.85,7,2807581,100.0,High,1순위
RISK-1104,Service Disruption,Web Server,Phishing,9.28,10,4,8,8,10,0.89,10,2843235,100.0,High,1순위
RISK-1105,Data Leakage,Web Server,Brute Force,9.95,4,1,4,6,8,0.36,6,2257026,100.0,High,1순위
RISK-1106,Malware Infection,VPN Server,Data Exfiltration,1.74,6,8,3,7,1,0.32,1,1179424,62.83,Medium,2순위
RISK-1107,Credential Compromise,Web Server,Brute Force,3.96,8,5,1,9,5,0.26,6,2806076,100.0,High,1순위
RISK-1108,External Attack,VPN Server,Brute Force,7.58,3,1,9,6,9,0.8,6,1785058,100.0,High,1순위
RISK-1109,Data Leakage,Database Server,Phishing,6.96,10,8,10,3,4,0.66,5,1877204,100.0,High,1순위
RISK-1110,Malware Infection,Database Server,Brute Force,1.54,1,9,6,3,2,0.26,3,941505,50.95,Medium,2순위
RISK-1111,Data Leakage,File Server,Brute Force,8.16,4,10,6,3,6,0.39,10,3099852,100.0,High,1순위
RISK-1112,Malware Infection,Web Server,DDoS,2.24,4,2,9,10,2,0.51,3,826345,19.55,Low,3순위
RISK-1113,Malware Infection,VPN Server,Brute Force,2.24,1,9,1,2,3,0.53,10,2238456,100.0,High,1순위
RISK-1114,Insider Threat,Database Server,Vulnerability Exploitation,5.37,9,8,6,1,8,0.85,7,2409815,100.0,High,1순위
RISK-1115,Service Disruption,File Server,Data Exfiltration,5.93,3,7,5,10,3,0.39,8,1399492,89.41,High,1순위
RISK-1116,Malware Infection,Web Server,Data Exfiltration,5.8,5,3,6,1,2,0.87,3,2193573,93.95,High,1순위
RISK-1117,External Attack,Web Server,Brute Force,0.91,6,2,8,4,6,0.45,3,1415213,50.37,Medium,2순위
RISK-1118,Credential Compromise,Web Server,Phishing,8.77,8,7,5,3,3,0.72,7,2211009,100.0,High,1순위
RISK-1119,Service Disruption,Database Server,Vulnerability Exploitation,2.66,6,5,2,5,1,0.89,10,2209027,100.0,High,1순위
RISK-1120,Insider Threat,Database Server,Phishing,1.3,3,6,2,9,3,0.87,7,1903178,76.51,High,1순위
RISK-1121,Service Disruption,Web Server,Phishing,8.89,6,4,10,8,6,0.1,9,2467555,100.0,High,1순위
RISK-1122,Service Disruption,Database Server,Brute Force,9.56,1,2,5,9,3,0.24,6,1730246,74.22,High,1순위
RISK-1123,Malware Infection,Web Server,C2 Communication,8.62,4,9,3,5,9,0.48,7,2366168,100.0,High,1순위
RISK-1124,External Attack,Endpoint PC,Brute Force,8.1,6,3,10,8,7,0.44,10,3076652,100.0,High,1순위
RISK-1125,Malware Infection,Database Server,DDoS,6.55,7,7,3,4,5,0.63,1,2447042,100.0,High,1순위
RISK-1126,External Attack,VPN Server,C2 Communication,5.51,10,8,8,5,2,0.9,7,2763788,100.0,High,1순위
RISK-1127,External Attack,Database Server,Vulnerability Exploitation,0.87,3,2,7,3,9,0.15,2,1340669,54.44,Medium,2순위
RISK-1128,Data Leakage,Web Server,C2 Communication,4.08,9,6,1,5,5,0.46,7,3193778,100.0,High,1순위
RISK-1129,Malware Infection,VPN Server,Brute Force,3.73,7,8,5,3,7,0.22,3,2060945,100.0,High,1순위
RISK-1130,Insider Threat,File Server,Brute Force,2.6,1,7,9,5,9,0.85,9,1738500,100.0,High,1순위
RISK-1131,Credential Compromise,VPN Server,Phishing,7.23,2,3,4,5,4,0.92,5,2002259,100.0,High,1순위
RISK-1132,Service Disruption,VPN Server,Brute Force,4.96,1,1,1,6,9,0.48,7,1733020,100.0,High,1순위
RISK-1133,Data Leakage,Database Server,DDoS,0.81,9,6,8,9,1,0.14,8,2136410,64.76,Medium,2순위
RISK-1134,Insider Threat,Cloud Service,Brute Force,2.2,9,8,5,1,6,0.76,2,2210100,100.0,High,1순위
RISK-1135,Credential Compromise,VPN Server,Data Exfiltration,6.83,7,6,2,10,2,0.68,1,1632751,100.0,High,1순위
RISK-1136,Credential Compromise,VPN Server,Data Exfiltration,0.76,10,5,1,6,8,0.37,7,3028897,100.0,High,1순위
RISK-1137,Malware Infection,Web Server,Phishing,8.51,3,8,3,1,5,0.85,6,2063857,100.0,High,1순위
RISK-1138,External Attack,Database Server,C2 Communication,4.95,5,2,9,6,3,0.93,6,2067222,76.21,High,1순위
RISK-1139,Malware Infection,Web Server,C2 Communication,4.81,4,1,1,2,2,0.55,2,2073587,81.3,High,1순위
RISK-1140,Credential Compromise,Database Server,Data Exfiltration,5.92,7,1,4,8,8,0.56,3,2193485,100.0,High,1순위
RISK-1141,Malware Infection,File Server,DDoS,8.25,9,4,8,3,7,0.32,4,2071234,100.0,High,1순위
RISK-1142,Data Leakage,Cloud Service,Vulnerability Exploitation,3.48,2,6,8,10,9,0.58,3,1329920,78.46,High,1순위
RISK-1143,Insider Threat,VPN Server,DDoS,6.78,8,9,10,6,8,0.45,2,2153042,100.0,High,1순위
RISK-1144,Credential Compromise,Database Server,Data Exfiltration,5.66,9,1,8,6,4,0.32,3,2431361,77.27,High,1순위
RISK-1145,Data Leakage,VPN Server,DDoS,2.67,10,1,10,4,2,0.11,6,1774867,61.01,Medium,2순위
RISK-1146,Insider Threat,VPN Server,Vulnerability Exploitation,8.79,10,5,8,5,2,0.28,9,2469871,100.0,High,1순위
RISK-1147,Data Leakage,Endpoint PC,C2 Communication,7.97,9,10,4,2,2,0.23,4,1540130,100.0,High,1순위
RISK-1148,Service Disruption,Web Server,Data Exfiltration,6.58,10,5,8,10,6,0.54,6,2836961,100.0,High,1순위
RISK-1149,External Attack,Cloud Service,Brute Force,8.51,7,5,9,10,7,0.59,1,2335779,100.0,High,1순위
RISK-1150,External Attack,Database Server,Vulnerability Exploitation,8.67,9,10,7,8,6,0.6,6,1667687,100.0,High,1순위
RISK-1151,External Attack,File Server,Vulnerability Exploitation,7.08,9,6,2,10,2,0.4,3,1720013,100.0,High,1순위
RISK-1152,Service Disruption,Cloud Service,Vulnerability Exploitation,8.37,3,8,9,7,4,0.43,9,2398787,100.0,High,1순위
RISK-1153,Credential Compromise,Endpoint PC,C2 Communication,6.97,4,3,8,10,3,0.8,4,1704128,66.74,Medium,2순위
RISK-1154,Credential Compromise,Web Server,DDoS,6.8,2,9,5,6,4,0.48,7,2255932,100.0,High,1순위
RISK-1155,Service Disruption,File Server,Phishing,6.19,10,1,3,7,5,0.94,4,3108077,100.0,High,1순위
RISK-1156,External Attack,File Server,Brute Force,7.53,3,4,7,1,7,0.45,6,1611883,100.0,High,1순위
RISK-1157,External Attack,VPN Server,Data Exfiltration,1.59,5,9,2,5,9,0.63,7,2164921,100.0,High,1순위
RISK-1158,Insider Threat,Web Server,DDoS,8.81,5,8,3,7,2,0.1,2,2449716,100.0,High,1순위
RISK-1159,Insider Threat,Endpoint PC,Vulnerability Exploitation,8.72,6,10,9,1,8,0.64,10,2898386,100.0,High,1순위
RISK-1160,Malware Infection,Database Server,C2 Communication,0.29,7,9,4,2,3,0.82,6,2487149,100.0,High,1순위
RISK-1161,Data Leakage,Database Server,Vulnerability Exploitation,8.26,7,1,4,9,9,0.9,8,2605061,100.0,High,1순위
RISK-1162,Insider Threat,Endpoint PC,DDoS,1.29,1,9,3,3,10,0.95,6,2322809,100.0,High,1순위
RISK-1163,Insider Threat,VPN Server,Data Exfiltration,3.35,2,3,5,6,4,0.3,2,969398,47.42,Medium,2순위
RISK-1164,Insider Threat,VPN Server,Brute Force,7.44,9,10,3,7,3,0.57,4,2295359,100.0,High,1순위
RISK-1165,Insider Threat,File Server,Vulnerability Exploitation,1.61,10,9,9,9,10,0.46,1,2206996,100.0,High,1순위
RISK-1166,Service Disruption,Web Server,C2 Communication,8.18,2,1,3,5,6,0.56,7,2461318,100.0,High,1순위
RISK-1167,Malware Infection,File Server,C2 Communication,8.32,6,1,2,4,10,0.19,8,2734922,100.0,High,1순위
RISK-1168,Insider Threat,Database Server,Phishing,5.07,1,9,5,2,9,0.82,10,2519385,100.0,High,1순위
RISK-1169,Credential Compromise,Endpoint PC,C2 Communication,0.06,3,6,6,3,7,0.87,2,1350620,67.29,Medium,2순위
RISK-1170,Data Leakage,Web Server,Phishing,2.87,2,4,1,5,4,0.45,10,2030438,94.42,High,1순위
RISK-1171,Insider Threat,Endpoint PC,Brute Force,6.17,3,7,6,2,3,0.3,5,1309419,96.81,High,1순위
RISK-1172,Service Disruption,Web Server,Data Exfiltration,9.81,5,5,10,4,10,0.18,8,2924736,100.0,High,1순위
RISK-1173,Credential Compromise,Cloud Service,Phishing,6.32,10,10,3,1,4,0.67,8,2343453,100.0,High,1순위
RISK-1174,External Attack,Database Server,Vulnerability Exploitation,2.6,6,7,4,4,3,0.33,5,1306083,100.0,High,1순위
RISK-1175,External Attack,Database Server,DDoS,6.34,9,8,6,7,3,0.87,8,2806232,100.0,High,1순위
RISK-1176,Malware Infection,Cloud Service,Vulnerability Exploitation,5.4,10,8,8,3,9,0.65,6,2534497,100.0,High,1순위
RISK-1177,External Attack,Web Server,Data Exfiltration,7.8,4,1,9,10,4,0.63,5,1510414,59.07,Medium,2순위
RISK-1178,Insider Threat,VPN Server,C2 Communication,1.07,7,8,6,8,9,0.55,4,2290202,100.0,High,1순위
RISK-1179,Service Disruption,Web Server,DDoS,7.61,6,6,7,6,10,0.09,5,1877011,100.0,High,1순위
RISK-1180,Malware Infection,Database Server,Vulnerability Exploitation,5.41,2,4,5,6,5,0.89,4,1917744,88.85,High,1순위
RISK-1181,Credential Compromise,Endpoint PC,DDoS,9.63,10,8,9,1,7,0.62,1,2650054,100.0,High,1순위
RISK-1182,Insider Threat,File Server,Phishing,3.42,8,3,4,5,5,0.94,3,1449044,100.0,High,1순위
RISK-1183,External Attack,Endpoint PC,Data Exfiltration,6.33,7,4,10,3,1,0.53,8,2958748,99.51,High,1순위
RISK-1184,Data Leakage,Database Server,Vulnerability Exploitation,9.32,7,6,6,10,2,0.69,7,2115276,100.0,High,1순위
RISK-1185,Insider Threat,Endpoint PC,C2 Communication,1.03,8,7,5,1,5,0.1,7,2445031,100.0,High,1순위
RISK-1186,Data Leakage,VPN Server,DDoS,9.37,1,4,1,8,6,0.62,3,1654782,100.0,High,1순위
RISK-1187,Credential Compromise,VPN Server,C2 Communication,6.88,1,4,5,7,7,0.74,9,2480259,100.0,High,1순위
RISK-1188,Data Leakage,Web Server,DDoS,0.68,8,7,5,7,2,0.75,6,2145300,92.31,High,1순위
RISK-1189,Credential Compromise,Endpoint PC,Vulnerability Exploitation,3.01,4,6,9,10,10,0.74,8,2404279,100.0,High,1순위
RISK-1190,Malware Infection,Endpoint PC,Data Exfiltration,7.08,5,8,1,10,9,0.25,8,2828959,100.0,High,1순위
RISK-1191,Service Disruption,Database Server,Brute Force,0.67,8,1,5,10,6,0.93,3,1397192,56.79,Medium,2순위
RISK-1192,External Attack,Web Server,Vulnerability Exploitation,5.82,5,10,7,4,2,0.95,4,1512074,100.0,High,1순위
RISK-1193,External Attack,Web Server,C2 Communication,3.46,10,7,6,6,2,0.12,6,1875861,100.0,High,1순위
RISK-1194,Insider Threat,Endpoint PC,Brute Force,6.21,4,7,6,9,3,0.89,2,2203486,96.21,High,1순위
RISK-1195,External Attack,File Server,Data Exfiltration,0.46,6,7,7,3,1,0.31,7,1742946,70.8,High,1순위
RISK-1196,Malware Infection,Endpoint PC,C2 Communication,8.72,5,7,6,9,9,0.67,2,2518647,100.0,High,1순위
RISK-1197,External Attack,Endpoint PC,Data Exfiltration,9.73,7,10,5,4,10,0.35,5,2074747,100.0,High,1순위
RISK-1198,Insider Threat,Endpoint PC,DDoS,9.69,10,10,10,5,4,0.92,4,2248598,100.0,High,1순위
RISK-1199,External Attack,VPN Server,Vulnerability Exploitation,7.5,7,8,5,7,5,0.14,9,2816976,100.0,High,1순위
RISK-1200,Service Disruption,Cloud Service,Data Exfiltration,1.3,4,9,9,6,7,0.5,2,1386777,76.69,High,1순위
RISK-1201,Credential Compromise,Web Server,C2 Communication,7.58,5,9,8,10,1,0.44,7,2642249,100.0,High,1순위
RISK-1202,Data Leakage,Cloud Service,Vulnerability Exploitation,0.25,3,2,10,8,3,0.34,7,674505,3.24,Low,3순위
RISK-1203,Data Leakage,VPN Server,C2 Communication,0.22,4,7,4,8,3,0.63,7,1213896,66.64,Medium,2순위
RISK-1204,Credential Compromise,File Server,C2 Communication,3.24,4,7,4,8,2,0.17,1,1252391,51.72,Medium,2순위
RISK-1205,Data Leakage,Database Server,Brute Force,4.89,3,4,10,3,8,0.69,8,1594727,100.0,High,1순위
RISK-1206,Service Disruption,File Server,Phishing,7.7,10,9,5,10,5,0.93,2,1770278,100.0,High,1순위
RISK-1207,Malware Infection,Web Server,Data Exfiltration,6.83,5,8,3,6,1,0.77,5,2144661,100.0,High,1순위
RISK-1208,Insider Threat,Database Server,Data Exfiltration,4.46,5,1,8,7,2,0.82,2,1217678,51.44,Medium,2순위
RISK-1209,Service Disruption,Cloud Service,Brute Force,2.74,7,2,7,9,1,0.37,5,1045058,39.3,Low,3순위
RISK-1210,Insider Threat,File Server,DDoS,9.97,4,2,5,10,6,0.34,7,1972741,100.0,High,1순위
RISK-1211,Malware Infection,Web Server,Data Exfiltration,4.26,4,8,10,10,9,0.52,6,2133769,100.0,High,1순위
RISK-1212,Service Disruption,File Server,Brute Force,4.51,9,1,3,4,7,0.09,5,2525669,100.0,High,1순위
RISK-1213,External Attack,Database Server,Data Exfiltration,1.64,6,4,5,5,5,0.9,4,1290444,85.26,High,1순위
RISK-1214,Malware Infection,Database Server,Data Exfiltration,7.95,4,10,3,8,3,0.18,8,2211941,100.0,High,1순위
RISK-1215,Data Leakage,File Server,C2 Communication,6.94,2,5,10,1,8,0.86,8,2149745,100.0,High,1순위
RISK-1216,Service Disruption,VPN Server,Brute Force,2.21,6,9,5,6,10,0.13,1,2342334,100.0,High,1순위
RISK-1217,Malware Infection,File Server,DDoS,0.82,2,7,1,4,4,0.79,10,2101024,97.15,High,1순위
RISK-1218,Malware Infection,Cloud Service,Data Exfiltration,6.8,5,8,6,5,9,0.19,2,1643351,100.0,High,1순위
RISK-1219,Service Disruption,File Server,DDoS,6.55,6,9,10,5,5,0.08,3,2329690,100.0,High,1순위
RISK-1220,Data Leakage,File Server,Phishing,2.73,4,7,4,2,6,0.7,1,2187402,97.42,High,1순위
RISK-1221,Credential Compromise,VPN Server,Brute Force,9.51,3,5,4,8,5,0.3,3,1750631,100.0,High,1순위
RISK-1222,Data Leakage,Endpoint PC,Brute Force,1.51,7,5,8,2,10,0.69,10,2045742,100.0,High,1순위
RISK-1223,Malware Infection,Database Server,Brute Force,4.32,2,10,2,4,7,0.55,8,1790855,100.0,High,1순위
RISK-1224,Insider Threat,Cloud Service,C2 Communication,9.44,6,6,4,5,7,0.15,4,2578846,100.0,High,1순위
RISK-1225,Credential Compromise,Web Server,Brute Force,4.2,4,5,2,1,1,0.89,7,2650996,100.0,High,1순위
RISK-1226,Credential Compromise,Database Server,C2 Communication,6.39,6,9,1,6,2,0.46,7,2167253,100.0,High,1순위
RISK-1227,Malware Infection,Database Server,Phishing,3.98,4,3,10,2,7,0.71,5,1625370,86.84,High,1순위
RISK-1228,Service Disruption,Endpoint PC,Vulnerability Exploitation,2.74,4,3,3,5,8,0.5,1,2106084,86.79,High,1순위
RISK-1229,Service Disruption,Database Server,C2 Communication,9.84,4,7,8,6,4,0.59,10,1945958,100.0,High,1순위
RISK-1230,Service Disruption,Database Server,Data Exfiltration,4.09,9,7,6,8,6,0.32,4,2486594,100.0,High,1순위
RISK-1231,Data Leakage,VPN Server,Brute Force,8.94,7,6,7,9,10,0.23,7,3099932,100.0,High,1순위
RISK-1232,External Attack,VPN Server,Vulnerability Exploitation,2.3,3,3,2,6,3,0.54,5,1304387,52.31,Medium,2순위
RISK-1233,Service Disruption,VPN Server,C2 Communication,2.13,3,7,6,5,7,0.45,2,957694,76.52,High,1순위
RISK-1234,Service Disruption,VPN Server,DDoS,0.31,6,5,8,4,3,0.4,8,1768142,61.47,Medium,2순위
RISK-1235,Credential Compromise,VPN Server,DDoS,6.52,6,7,8,2,7,0.66,2,2574786,100.0,High,1순위
RISK-1236,Insider Threat,Cloud Service,Data Exfiltration,3.69,4,2,4,2,8,0.67,8,2125308,100.0,High,1순위
RISK-1237,Insider Threat,Web Server,Vulnerability Exploitation,8.64,9,6,6,7,3,0.09,2,2775077,100.0,High,1순위
RISK-1238,Malware Infection,Endpoint PC,Phishing,4.73,4,8,5,5,2,0.35,5,2211283,94.56,High,1순위
RISK-1239,Malware Infection,File Server,C2 Communication,9.68,9,1,9,7,6,0.42,4,2948707,100.0,High,1순위
RISK-1240,Malware Infection,Cloud Service,DDoS,1.86,4,4,8,1,4,0.14,1,1567283,57.59,Medium,2순위
